"Order#","Date","Subject(s)","Color","Negatives","Prints","Slides","Department","Remarks"
"63745","28130","Interior of apartments before being painted","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63774","28135","Interior of apartment #18 before walls are torn down","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63790","28137","Mr. Romer from Denmark and Supervisor Geraldine F. Steinberg","B&W","3 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63817","28138","Retirement luncheon for Tony Kojan","B&W","68 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63851","28142","Photographs of injured person - Ernest Joseph Garcia","Color","7 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63854","28143","Judge Fred S. Lucero receiving certificate from state of New Mexico & Courts","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63941","28152","Group photograph of employees for Tony Kojan's retirement","Color","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency","None"
"63942","28152","Swearing in of Judge Joseph F. Biafore, Jr. & Courts","B&W","38 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63948","28153","Identification photograph of James Houston, Messenger","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","Copy of photograph, Actual image size is 1.5x1.5"
"63950","28156","Presentation to Supervisor Dan A. McCorquodale by Board of Supervisors","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63953A","28156","Chester Howe, Agricultural Commissioner","B&W; color","5 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"63953B","28156","Selby Brown, County Counsel","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63953C","28156","Portrait of Harry Pinto, Assistant Assessor","B&W","6 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the Assessor","None"
"63955","28156","Stack of wood","B&W","8 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63978","28158","Motor on side of building","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"63982","28158","A truck involved in an accident","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"63989A","28158","Leon Pollard - Program Planning and Evaluation, Environmental Management Agency","B&W","2 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"63989B","28158","Frank E. Holt, Emergency Services Coordinator","B&W","3 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"63989C","28158","Walter Gray, Building Inspector - Environmental Management Agency","B&W","3 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"63989D","28158","Portrait of Dean Larson, Supervisor of Environmental Management Agency - Land Development and Engineering","B&W","3 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"63989E","28158","Portrait of Bud Lafferty, Personnel Department","B&W","8 (Size: 120)","1 (Size: 3.5x3.5)","0 (Size: N/A)","Office of the County Executive","None"
"63989F","28158","Portrait of Bertram Schirle, Finance Agency - Internal Audit","B&W","4 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"63989G","28158","Portrait of Frank Lockfeld, Center for Urban Analysis","B&W","3 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"64016","28160","Flowers growing in greenhouse & Agriculture","B&W","36 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Commissioner","None"
"64017","28160","Flowers growing in greenhouse & Agriculture","Color","32 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Commissioner","None"
"64036","28163","Deputy of Weights and Measures badge","B&W","3 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"64037A","28163","Peter Lert, Agricultural Cooperative Extension","B&W","5 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"64037B","28163","Richard W. Bothman, Chief Juvenile Probation Officer","B&W","3 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"64037C","28163","Portrait of Cal Coran, Chief Building Operations (General Services Agency)","B&W","2 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"64037D","28163","Portrait of Ed Shando, Chief Purchasing Agent","B&W","2 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"64037E","28163","Portrait of Phil Batchelor, Personnel Director","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64038","28163","Civil Defense exercise at West Valley College","B&W","23 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64039","28163","Exterior of Women's Rehabilitation Facility","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"64048","28163","Flags - Santa Clara County, California State, United States (several versions), Mexican, Spanish","B&W","16 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Planning","None"
"64072","28164","Raising of flag & County Government Center","B&W","20 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64071","28165","Portrait of Emily German, General Services Agency Record Retention","B&W","4 (Size: 120)","2 (Size: 3.5x3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"64074","28165","C. J. Neil MacPherson, Chief Administrative Services - General Services Agency","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64079","28165","Various flags on poles & County Government Center","B&W","20 (Size: 35mm; 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64107","28167","Various flags on poles & County Government Center","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64120","28170","Swearing in of attorneys for night court & Courts","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64121","28170","Civil Defense exercise","B&W","24 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64144","28171","Woman raising flag [similar to the flag of Mexico]","B&W","13 (Size: 120)","2 (Size: 3.5x 3.5; 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"64160","28172","Portrait of Victor Perez, Mayor of Mountain View","B&W","1 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","General Services Agency - Administration","Copy of photograph, Actual image size is 1x2"
"64165","28173","Portrait of Libby Stevenson, Inter Governmental Relations Director","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64215","28179","Aerial photographs of foothills","B&W","11 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Land Development and Engineering","None"
"64264","28186","Group of women in a meeting","B&W","9 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies of slides"
"64050","28206","Flags - Santa Clara County, California State, United States (several versions), Mexican, Spanish","Color","21 (Size: 35mm; 120)","2 (Size: 120 contact prints)","0 (Size: N/A)","Environmental Management Agency - Planning","Contact prints stored in Box 1"
"65598","28327","Portrait of Alfred E. Carlson, Assessor","B&W","10 (Size: 120)","2 (Size: 4x5)","0 (Size: N/A)","Office of the Assessor","None"
"64459","28206","People outside of Pathway Society building & Drug abuse counseling","B&W","6 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies of slides"
"64468","28207","Fan","B&W","14 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"64480","28208","Interior of an apartment","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"64504","28209","Plants that do not require much watering at the University of California Deciduous Fruit Station, 125 N. Winchester Boulevard","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64506","28209","Group photograph of Municipal Court Judges  and two commissioners","B&W","3 (Size: 120)","4 (Size: 3.5x3.5)","0 (Size: N/A)","Municipal Court","None"
"64527","28212","Caterpillars and moths & Agriculture","B&W","53 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64546","28213","Portrait of Bob Hilton, Acting County Fiscal Administrator","B&W","3 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64528","28214","Portrait of Phil Batchelor, Personnel Director","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64596","28220","Swearing in of Judge Peter G. Stone & Superior Courts","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the Court Executive","None"
"64606","28221","Blackboard - Case #115769 & Municipal Courts","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"64673","28226","Under fed dogs at Tully Road Stables","B&W","24 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Animal Control","None"
"64679","28226","Area in relation to White Front, Meridian and Highway 680","B&W","11 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"64685","28227","Tearing down of bridge over creek at William F. James / Harold Holden Boys Ranch","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"64693","28227","State wide meeting in Rina Rosenberg's conference room","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64826","28241","Santa Clara Valley Affirmative Action Council workshop","B&W","24 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64875","28250","Mining map of California, 1850","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Planning","Copy"
"64885","28251","People in a van [van pool]","B&W","15 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64903","28254","Portrait of W. A. Gissler, Mayor of Santa Clara","Color","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","See order number G0379 for contact prints"
"64904","28254","Portrait of Norman B. Goodrich, Mayor of Gilroy","Color","11 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","See order number G0379 for contact prints"
"64905","28254","Portrait of Matthew Allen, Mayor of Mountain View","Color","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","See order number G0379 for contact prints"
"64906","28254","Portrait of Donald Frolich, Mayor of Cupertino","Color","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","See order number G0379 for contact prints"
"64914","28254","Years of Service Awards - 10, 20, 30 year awards","B&W","15 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","None"
"64919","28254","Damage to fan casing and flexible boot at 70 W. Hedding Street, San Jose & County Government Center","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"64920","28254","Fan Blade","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"64925","28254","Men fishing","B&W","10 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"64952","28256","Unidentified house","B&W","4 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Planning","Copies of photographs"
"64963","28257","People at lake, pagoda, horse and buggy","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Planning","Copies of photographs"
"64964","28258","Construction progress of a bridge","B&W","15 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"65021","28263","Welfare Work Program","B&W","20 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"65025","28263","Meeting in the auditorium","B&W","25 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"65026","28263","A sheet metal connection on the fan","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"65035","28265","Executive Office and Executive Management at work","B&W","12 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"65038","28268","Boardroom","B&W","14 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"65051","28270","Gas tank","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"65063","28276","Award being given to three park rangers for saving a boy's life","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"65065","28276","Oxygen tank","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"65069","28276","Welfare workers working on bringing trails together at Almaden Quicksilver County Park","B&W","40 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"65084","28276","Supervisors Rodney J. Diridon and Geraldine F. Steinberg with exhibit","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"65121","28279","Blackboard - Case #117378 & Municipal Courts","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"65122","28282","Buildings - Municipal Court, County Jail, and criminal / legal","B&W","28 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
