"Gender","Ethnicity","EEO4 Description","EEOP Job Group Description","Department  ","EEO Function","Age","Employment Status"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","White","Professionals","Professionals","SHO - CUSTODY BUREAU","Corrections","50-59","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","50-59","Classified Permanent"
"Female","Hispanic/Latino","Technicians","Skilled Craft","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","White","Administrative Support","Administrative Support","PUBLIC HEALTH DEPARTMENT","Health","60-69","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Unclassified Benefits"
"Male","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","50-59","Classified Permanent"
"Female","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","Hispanic/Latino","Service Maintenance","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","70 or older","Classified Permanent"
"Female","Hispanic/Latino","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","70 or older","Classified Permanent"
"Male","White","Paraprofessionals","Administrative Support","ROADS DEPARTMENT","Streets and Highways","60-69","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Male","White","No EEO-4 Reporting","No EEO-4 Reporting","DISTRICT ATTORNEY","Financial Administration","50-59","Executive Management"
"Female","White","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Black/African American","Professionals","Professionals","DEPT OF CHILD SUPPORT SERVS","Other","50-59","Classified Permanent"
"Male","White","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","White","Professionals","Officials and Adminstrators","EMPLOYEE SERVICES AGENCY","Financial Administration","60-69","Classified Permanent"
"Female","White","Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","Asian","Technicians","Technicians","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","50-59","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","50-59","Classified Permanent"
"Male","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Asian","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","50-59","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","PARKS & RECREATION","Natural Resources","60-69","Classified Permanent"
"Male","Hispanic/Latino","Technicians","Technicians","SHERIFF'S OFFICE","Police Protection","50-59","Classified Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","50-59","Classified Permanent"
"Female","Black/African American","Officials and Administrators","Officials and Adminstrators","PUBLIC HEALTH DEPARTMENT","Health","50-59","Executive Management"
"Female","White","Paraprofessionals","Administrative Support","COUNTY LIBRARY DISTRICT","Other","50-59","Classified Permanent"
"Male","Hispanic/Latino","Officials and Administrators","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","50-59","Executive Management"
"Male","Hispanic/Latino","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","60-69","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","DISTRICT ATTORNEY","Financial Administration","40-49","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","COUNTY COMMUNICATIONS","Police Protection","40-49","Classified Permanent"
"Male","Black/African American","Paraprofessionals","Administrative Support","DEPT OF TAX AND COLLECTIONS","Financial Administration","50-59","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","50-59","Classified Permanent"
"Female","White","Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Executive Management"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","Two or More Races","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","60-69","Classified Permanent"
"Male","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","Asian","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","60-69","Classified Permanent"
"Female","Asian","Professionals","Professionals","EMPLOYEE SERVICES AGENCY","Financial Administration","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","RISK MANAGEMENT","Financial Administration","50-59","Classified Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","50-59","Classified Permanent"
"Female","Asian","Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","White","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Asian","Service Maintenance","Service Maintenance","SHO - CUSTODY BUREAU","Corrections","60-69","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Unclassified Benefits"
"Male","White","Technicians","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","50-59","Classified Permanent"
"Male","Not Specified","Technicians","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","40-49","Classified Probationary"
"Male","White","Paraprofessionals","Administrative Support","COUNTY LIBRARY DISTRICT","Other","60-69","Classified Permanent"
"Female","Hispanic/Latino","Technicians","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","40-49","Classified Permanent"
"Male","Hispanic/Latino","Technicians","Service Maintenance","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","50-59","Classified Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","50-59","Classified Permanent"
"Female","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","White","Administrative Support","Administrative Support","CLERK OF THE BOARD","Financial Administration","60-69","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","CUSTODY HEALTH SERVICES","Health","50-59","Classified Permanent"
"Male","Hispanic/Latino","Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","Hispanic/Latino","Professionals","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","40-49","Executive Management"
"Female","Hispanic/Latino","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","50-59","Classified Permanent"
"Female","Black/African American","Professionals","Officials and Adminstrators","PUBLIC HEALTH DEPARTMENT","Health","50-59","Classified Permanent"
"Male","Asian","Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES","Health","50-59","Classified Permanent"
"Male","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Unclassified Benefits"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Benefits"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","White","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","50-59","Classified Permanent"
"Male","Hispanic/Latino","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","40-49","Classified Permanent"
"Male","White","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","40-49","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Benefits"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Female","Asian","Service Maintenance","Service Maintenance","SHO - CUSTODY BUREAU","Corrections","60-69","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Native Hawaiian/Oth Pac Island","Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES","Health","50-59","Classified Permanent"
"Female","White","Technicians","Technicians","COUNTY EXECUTIVE","Financial Administration","50-59","Classified Permanent"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","40-49","Classified Permanent"
"Male","White","Administrative Support","Administrative Support","ASSESSOR","Financial Administration","50-59","Classified Permanent"
"Male","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Officials and Adminstrators","EMERGENCY MEDICAL SERVICES","Health","40-49","Classified Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","40-49","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","White","Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT","Natural Resources","40-49","Classified Permanent"
"Male","White","Professionals","Professionals","PUBLIC HEALTH DEPARTMENT","Health","50-59","Classified Permanent"
