geoid,name,total_population,median_household_income,poverty_rate_pct,households_no_vehicle_pct,total_food_businesses,fresh_food_businesses,limited_fresh_food_businesses,restaurant_businesses,fresh_food_share,fresh_food_per_1000_people,food_access_priority_score
060855063024,Block Group 4; Census Tract 5063.02; Santa Clara County; California,1135,186250,,,1,0,1,0,0.0,0.0,1.0
060855044124,Block Group 4; Census Tract 5044.12; Santa Clara County; California,1102,146215,,,0,0,0,0,,0.0,1.0
060855044102,Block Group 2; Census Tract 5044.10; Santa Clara County; California,2209,126750,,,11,0,1,0,0.0,0.0,1.0
060855044111,Block Group 1; Census Tract 5044.11; Santa Clara County; California,3138,183824,,,0,0,0,0,,0.0,1.0
060855044112,Block Group 2; Census Tract 5044.11; Santa Clara County; California,2415,146250,,,4,0,0,0,0.0,0.0,1.0
060855044121,Block Group 1; Census Tract 5044.12; Santa Clara County; California,1042,222961,,,9,0,0,3,0.0,0.0,1.0
060855044122,Block Group 2; Census Tract 5044.12; Santa Clara County; California,1424,130875,,,3,0,0,2,0.0,0.0,1.0
060855005004,Block Group 4; Census Tract 5005; Santa Clara County; California,830,250001,,,1,0,1,0,0.0,0.0,1.0
060855130001,Block Group 1; Census Tract 5130; Santa Clara County; California,686,-666666666,,,47,0,0,10,0.0,0.0,1.0
060855044123,Block Group 3; Census Tract 5044.12; Santa Clara County; California,1360,143833,,,0,0,0,0,,0.0,1.0
060855120372,Block Group 2; Census Tract 5120.37; Santa Clara County; California,1233,232321,,,2,0,0,1,0.0,0.0,1.0
060855120361,Block Group 1; Census Tract 5120.36; Santa Clara County; California,2643,133403,,,0,0,0,0,,0.0,1.0
060855044141,Block Group 1; Census Tract 5044.14; Santa Clara County; California,2637,141250,,,0,0,0,0,,0.0,1.0
060855130002,Block Group 2; Census Tract 5130; Santa Clara County; California,2342,99615,,,2,0,0,1,0.0,0.0,1.0
060855120371,Block Group 1; Census Tract 5120.37; Santa Clara County; California,1756,173750,,,2,0,0,0,0.0,0.0,1.0
060855044143,Block Group 3; Census Tract 5044.14; Santa Clara County; California,911,248523,,,4,0,1,0,0.0,0.0,1.0
060855044151,Block Group 1; Census Tract 5044.15; Santa Clara County; California,1774,219281,,,2,0,0,0,0.0,0.0,1.0
060855044152,Block Group 2; Census Tract 5044.15; Santa Clara County; California,1854,187500,,,1,0,0,0,0.0,0.0,1.0
060855044153,Block Group 3; Census Tract 5044.15; Santa Clara County; California,1257,212361,,,0,0,0,0,,0.0,1.0
060855120362,Block Group 2; Census Tract 5120.36; Santa Clara County; California,2125,179750,,,0,0,0,0,,0.0,1.0
060855035043,Block Group 3; Census Tract 5035.04; Santa Clara County; California,1584,94430,,,0,0,0,0,,0.0,1.0
060855028002,Block Group 2; Census Tract 5028; Santa Clara County; California,1781,154375,,,3,0,0,0,0.0,0.0,1.0
060855038021,Block Group 1; Census Tract 5038.02; Santa Clara County; California,1079,236563,,,0,0,0,0,,0.0,1.0
060855035061,Block Group 1; Census Tract 5035.06; Santa Clara County; California,2428,114583,,,0,0,0,0,,0.0,1.0
060855037072,Block Group 2; Census Tract 5037.07; Santa Clara County; California,1821,92054,,,1,0,0,1,0.0,0.0,1.0
060855018002,Block Group 2; Census Tract 5018; Santa Clara County; California,1664,106212,,,0,0,0,0,,0.0,1.0
060855120473,Block Group 3; Census Tract 5120.47; Santa Clara County; California,1392,207650,,,1,0,0,0,0.0,0.0,1.0
060855125093,Block Group 3; Census Tract 5125.09; Santa Clara County; California,1614,114663,,,1,0,0,0,0.0,0.0,1.0
060855037092,Block Group 2; Census Tract 5037.09; Santa Clara County; California,887,46404,,,5,0,1,2,0.0,0.0,1.0
060855037093,Block Group 3; Census Tract 5037.09; Santa Clara County; California,1120,-666666666,,,0,0,0,0,,0.0,1.0
060855037101,Block Group 1; Census Tract 5037.10; Santa Clara County; California,1553,33750,,,5,0,0,2,0.0,0.0,1.0
060855017002,Block Group 2; Census Tract 5017; Santa Clara County; California,644,94167,,,5,0,0,1,0.0,0.0,1.0
060855120472,Block Group 2; Census Tract 5120.47; Santa Clara County; California,1396,149784,,,1,0,0,0,0.0,0.0,1.0
060855037112,Block Group 2; Census Tract 5037.11; Santa Clara County; California,1731,108287,,,4,0,0,0,0.0,0.0,1.0
060855017001,Block Group 1; Census Tract 5017; Santa Clara County; California,910,137560,,,17,0,0,5,0.0,0.0,1.0
060855125101,Block Group 1; Census Tract 5125.10; Santa Clara County; California,2930,112283,,,3,0,0,1,0.0,0.0,1.0
060855125102,Block Group 2; Census Tract 5125.10; Santa Clara County; California,2953,173750,,,1,0,0,0,0.0,0.0,1.0
060855016011,Block Group 1; Census Tract 5016.01; Santa Clara County; California,1946,120630,,,2,0,0,0,0.0,0.0,1.0
060855037122,Block Group 2; Census Tract 5037.12; Santa Clara County; California,1165,46766,,,2,0,0,0,0.0,0.0,1.0
060855037123,Block Group 3; Census Tract 5037.12; Santa Clara County; California,1833,50160,,,2,0,0,1,0.0,0.0,1.0
060855037131,Block Group 1; Census Tract 5037.13; Santa Clara County; California,2371,68087,,,1,0,1,0,0.0,0.0,1.0
060855037132,Block Group 2; Census Tract 5037.13; Santa Clara County; California,711,85673,,,1,0,0,0,0.0,0.0,1.0
060855125151,Block Group 1; Census Tract 5125.15; Santa Clara County; California,1804,152009,,,0,0,0,0,,0.0,1.0
060855037071,Block Group 1; Census Tract 5037.07; Santa Clara County; California,1732,128873,,,2,0,0,1,0.0,0.0,1.0
060855120523,Block Group 3; Census Tract 5120.52; Santa Clara County; California,1254,141042,,,1,0,0,0,0.0,0.0,1.0
060855120531,Block Group 1; Census Tract 5120.53; Santa Clara County; California,2082,80405,,,0,0,0,0,,0.0,1.0
060855120542,Block Group 2; Census Tract 5120.54; Santa Clara County; California,1500,120172,,,0,0,0,0,,0.0,1.0
060855035063,Block Group 3; Census Tract 5035.06; Santa Clara County; California,2329,86406,,,2,0,0,1,0.0,0.0,1.0
060855020012,Block Group 2; Census Tract 5020.01; Santa Clara County; California,759,81530,,,8,0,0,2,0.0,0.0,1.0
060855019022,Block Group 2; Census Tract 5019.02; Santa Clara County; California,1355,102292,,,3,0,1,0,0.0,0.0,1.0
060855035082,Block Group 2; Census Tract 5035.08; Santa Clara County; California,1581,134038,,,1,0,0,0,0.0,0.0,1.0
060855035083,Block Group 3; Census Tract 5035.08; Santa Clara County; California,2286,132083,,,0,0,0,0,,0.0,1.0
060855035091,Block Group 1; Census Tract 5035.09; Santa Clara County; California,2138,166250,,,2,0,0,0,0.0,0.0,1.0
060855019021,Block Group 1; Census Tract 5019.02; Santa Clara County; California,2264,169531,,,1,0,0,0,0.0,0.0,1.0
060855035092,Block Group 2; Census Tract 5035.09; Santa Clara County; California,1852,133750,,,4,0,1,0,0.0,0.0,1.0
060855035102,Block Group 2; Census Tract 5035.10; Santa Clara County; California,789,184444,,,0,0,0,0,,0.0,1.0
060855125091,Block Group 1; Census Tract 5125.09; Santa Clara County; California,4662,217961,,,4,0,1,1,0.0,0.0,1.0
060855035103,Block Group 3; Census Tract 5035.10; Santa Clara County; California,1592,122300,,,0,0,0,0,,0.0,1.0
060855035111,Block Group 1; Census Tract 5035.11; Santa Clara County; California,1672,136111,,,1,0,0,0,0.0,0.0,1.0
060855035112,Block Group 2; Census Tract 5035.11; Santa Clara County; California,1888,108958,,,1,0,0,0,0.0,0.0,1.0
060855120541,Block Group 1; Census Tract 5120.54; Santa Clara County; California,1066,137705,,,0,0,0,0,,0.0,1.0
060855120533,Block Group 3; Census Tract 5120.53; Santa Clara County; California,1273,180691,,,0,0,0,0,,0.0,1.0
060855125053,Block Group 3; Census Tract 5125.05; Santa Clara County; California,1786,131518,,,1,0,0,0,0.0,0.0,1.0
060855036022,Block Group 2; Census Tract 5036.02; Santa Clara County; California,1932,98750,,,3,0,0,1,0.0,0.0,1.0
060855018004,Block Group 4; Census Tract 5018; Santa Clara County; California,1515,226083,,,9,0,0,1,0.0,0.0,1.0
060855120454,Block Group 4; Census Tract 5120.45; Santa Clara County; California,1311,191429,,,1,0,0,0,0.0,0.0,1.0
060855038023,Block Group 3; Census Tract 5038.02; Santa Clara County; California,1437,117549,,,0,0,0,0,,0.0,1.0
060855038024,Block Group 4; Census Tract 5038.02; Santa Clara County; California,3195,94091,,,3,0,1,0,0.0,0.0,1.0
060855120431,Block Group 1; Census Tract 5120.43; Santa Clara County; California,1594,116168,,,1,0,0,0,0.0,0.0,1.0
060855013001,Block Group 1; Census Tract 5013; Santa Clara County; California,1585,106689,,,10,0,1,3,0.0,0.0,1.0
060855041011,Block Group 1; Census Tract 5041.01; Santa Clara County; California,1287,154861,,,0,0,0,0,,0.0,1.0
060855012001,Block Group 1; Census Tract 5012; Santa Clara County; California,637,-666666666,,,1,0,0,1,0.0,0.0,1.0
060855011023,Block Group 3; Census Tract 5011.02; Santa Clara County; California,1060,130234,,,2,0,1,0,0.0,0.0,1.0
060855011021,Block Group 1; Census Tract 5011.02; Santa Clara County; California,1797,220777,,,1,0,0,0,0.0,0.0,1.0
060855041013,Block Group 3; Census Tract 5041.01; Santa Clara County; California,1171,144479,,,2,0,0,0,0.0,0.0,1.0
060855041021,Block Group 1; Census Tract 5041.02; Santa Clara County; California,2325,188295,,,0,0,0,0,,0.0,1.0
060855120432,Block Group 2; Census Tract 5120.43; Santa Clara County; California,1657,57274,,,2,0,1,1,0.0,0.0,1.0
060855042011,Block Group 1; Census Tract 5042.01; Santa Clara County; California,3041,161553,,,9,0,1,3,0.0,0.0,1.0
060855038031,Block Group 1; Census Tract 5038.03; Santa Clara County; California,2421,195156,,,0,0,0,0,,0.0,1.0
060855042012,Block Group 2; Census Tract 5042.01; Santa Clara County; California,1596,250001,,,3,0,0,1,0.0,0.0,1.0
060855042013,Block Group 3; Census Tract 5042.01; Santa Clara County; California,1383,207143,,,0,0,0,0,,0.0,1.0
060855035044,Block Group 4; Census Tract 5035.04; Santa Clara County; California,1903,156492,,,4,0,1,0,0.0,0.0,1.0
060855042021,Block Group 1; Census Tract 5042.02; Santa Clara County; California,710,195227,,,1,0,0,1,0.0,0.0,1.0
060855042022,Block Group 2; Census Tract 5042.02; Santa Clara County; California,2082,228472,,,1,0,0,0,0.0,0.0,1.0
060855042023,Block Group 3; Census Tract 5042.02; Santa Clara County; California,1359,233026,,,1,0,0,0,0.0,0.0,1.0
060855043071,Block Group 1; Census Tract 5043.07; Santa Clara County; California,2487,154322,,,2,0,0,1,0.0,0.0,1.0
060855125142,Block Group 2; Census Tract 5125.14; Santa Clara County; California,1700,142031,,,2,0,1,1,0.0,0.0,1.0
060855040023,Block Group 3; Census Tract 5040.02; Santa Clara County; California,2197,84702,,,3,0,0,1,0.0,0.0,1.0
060855040022,Block Group 2; Census Tract 5040.02; Santa Clara County; California,1545,150764,,,0,0,0,0,,0.0,1.0
060855013002,Block Group 2; Census Tract 5013; Santa Clara County; California,1196,49318,,,4,0,1,1,0.0,0.0,1.0
060855125141,Block Group 1; Census Tract 5125.14; Santa Clara County; California,1199,90208,,,0,0,0,0,,0.0,1.0
060855038032,Block Group 2; Census Tract 5038.03; Santa Clara County; California,1520,149438,,,0,0,0,0,,0.0,1.0
060855038033,Block Group 3; Census Tract 5038.03; Santa Clara County; California,1447,199625,,,2,0,0,0,0.0,0.0,1.0
060855125111,Block Group 1; Census Tract 5125.11; Santa Clara County; California,1925,118462,,,3,0,0,0,0.0,0.0,1.0
060855038041,Block Group 1; Census Tract 5038.04; Santa Clara County; California,2279,153611,,,1,0,0,0,0.0,0.0,1.0
060855015022,Block Group 2; Census Tract 5015.02; Santa Clara County; California,711,52375,,,0,0,0,0,,0.0,1.0
060855120451,Block Group 1; Census Tract 5120.45; Santa Clara County; California,1781,156125,,,1,0,0,0,0.0,0.0,1.0
060855039021,Block Group 1; Census Tract 5039.02; Santa Clara County; California,1864,130625,,,2,0,0,1,0.0,0.0,1.0
060855039022,Block Group 2; Census Tract 5039.02; Santa Clara County; California,1051,128813,,,7,0,0,1,0.0,0.0,1.0
060855039023,Block Group 3; Census Tract 5039.02; Santa Clara County; California,1580,136771,,,1,0,0,0,0.0,0.0,1.0
060855020014,Block Group 4; Census Tract 5020.01; Santa Clara County; California,1493,94185,,,10,0,0,4,0.0,0.0,1.0
060855015011,Block Group 1; Census Tract 5015.01; Santa Clara County; California,2882,81571,,,0,0,0,0,,0.0,1.0
060855039024,Block Group 4; Census Tract 5039.02; Santa Clara County; California,1692,96125,,,2,0,1,0,0.0,0.0,1.0
060855039031,Block Group 1; Census Tract 5039.03; Santa Clara County; California,1642,128597,,,9,0,0,2,0.0,0.0,1.0
060855125112,Block Group 2; Census Tract 5125.11; Santa Clara County; California,2849,152598,,,4,0,0,0,0.0,0.0,1.0
060855039032,Block Group 2; Census Tract 5039.03; Santa Clara County; California,1269,163023,,,4,0,0,0,0.0,0.0,1.0
060855125121,Block Group 1; Census Tract 5125.12; Santa Clara County; California,2020,98958,,,2,0,0,0,0.0,0.0,1.0
060855125122,Block Group 2; Census Tract 5125.12; Santa Clara County; California,1386,157625,,,1,0,0,0,0.0,0.0,1.0
060855037091,Block Group 1; Census Tract 5037.09; Santa Clara County; California,3855,91696,,,6,1,0,2,0.16666666666666666,0.2594033722438392,0.7709999999999999
060855123081,Block Group 1; Census Tract 5123.08; Santa Clara County; California,3802,250001,,,13,1,0,5,0.07692307692307693,0.2630194634402946,0.7604000000000001
060855079053,Block Group 3; Census Tract 5079.05; Santa Clara County; California,3523,209917,,,9,1,0,3,0.1111111111111111,0.2838489923360772,0.7046000000000001
060855054031,Block Group 1; Census Tract 5054.03; Santa Clara County; California,3032,189297,,,8,1,1,0,0.125,0.32981530343007914,0.6064
060855054033,Block Group 3; Census Tract 5054.03; Santa Clara County; California,2953,110556,,,14,1,1,2,0.07142857142857142,0.3386386725364037,0.5906
060855032111,Block Group 1; Census Tract 5032.11; Santa Clara County; California,2869,102823,,,2,1,0,0,0.5,0.34855350296270476,0.5738000000000001
060855032222,Block Group 2; Census Tract 5032.22; Santa Clara County; California,2783,79875,,,3,1,0,0,0.3333333333333333,0.35932446999640677,0.5566
060855053022,Block Group 2; Census Tract 5053.02; Santa Clara County; California,2684,239535,,,18,1,0,3,0.05555555555555555,0.37257824143070045,0.5368
060855006003,Block Group 3; Census Tract 5006; Santa Clara County; California,2674,130644,,,11,1,1,4,0.09090909090909091,0.3739715781600598,0.5348
060855043111,Block Group 1; Census Tract 5043.11; Santa Clara County; California,2646,202981,,,10,1,0,2,0.1,0.3779289493575208,0.5292
060855040021,Block Group 1; Census Tract 5040.02; Santa Clara County; California,2634,91573,,,18,1,1,5,0.05555555555555555,0.37965072133637057,0.5268
060855085083,Block Group 3; Census Tract 5085.08; Santa Clara County; California,2572,96033,,,11,1,1,3,0.09090909090909091,0.38880248833592534,0.5144000000000001
060855031131,Block Group 1; Census Tract 5031.13; Santa Clara County; California,2488,93313,,,7,1,0,2,0.14285714285714285,0.40192926045016075,0.49760000000000004
060855130006,Block Group 6; Census Tract 5130; Santa Clara County; California,2432,-666666666,,,17,1,0,6,0.058823529411764705,0.41118421052631576,0.4864
060855031212,Block Group 2; Census Tract 5031.21; Santa Clara County; California,2430,101600,,,11,1,0,7,0.09090909090909091,0.411522633744856,0.486
060855068033,Block Group 3; Census Tract 5068.03; Santa Clara County; California,2427,144700,,,8,1,0,5,0.125,0.4120313143798929,0.48540000000000005
060855106002,Block Group 2; Census Tract 5106; Santa Clara County; California,2409,-666666666,,,11,1,0,5,0.09090909090909091,0.41511000415110005,0.4818
060855048053,Block Group 3; Census Tract 5048.05; Santa Clara County; California,2355,156318,,,5,1,0,2,0.2,0.42462845010615713,0.47100000000000003
060855123131,Block Group 1; Census Tract 5123.13; Santa Clara County; California,2287,106509,,,16,1,1,7,0.0625,0.4372540445999126,0.45740000000000003
060855066051,Block Group 1; Census Tract 5066.05; Santa Clara County; California,2272,140690,,,9,1,0,4,0.1111111111111111,0.44014084507042256,0.45439999999999997
060855059021,Block Group 1; Census Tract 5059.02; Santa Clara County; California,2250,106324,,,3,1,0,0,0.3333333333333333,0.4444444444444444,0.45
060855086023,Block Group 3; Census Tract 5086.02; Santa Clara County; California,2239,232109,,,9,1,0,2,0.1111111111111111,0.4466279589102278,0.4478
060855061031,Block Group 1; Census Tract 5061.03; Santa Clara County; California,2235,238750,,,5,1,0,2,0.2,0.44742729306487694,0.447
060855075001,Block Group 1; Census Tract 5075; Santa Clara County; California,2221,250001,,,5,1,0,1,0.2,0.45024763619990993,0.44420000000000004
060855050065,Block Group 5; Census Tract 5050.06; Santa Clara County; California,2163,244509,,,56,1,1,19,0.017857142857142856,0.4623208506703652,0.4326000000000001
060855120341,Block Group 1; Census Tract 5120.34; Santa Clara County; California,2163,170909,,,19,1,0,6,0.05263157894736842,0.4623208506703652,0.4326000000000001
060855035081,Block Group 1; Census Tract 5035.08; Santa Clara County; California,2112,111806,,,5,1,1,1,0.2,0.4734848484848485,0.42240000000000005
060855033151,Block Group 1; Census Tract 5033.15; Santa Clara County; California,2090,166574,,,8,1,2,1,0.125,0.4784688995215311,0.418
060855050064,Block Group 4; Census Tract 5050.06; Santa Clara County; California,2060,122086,,,8,1,0,1,0.125,0.4854368932038835,0.41200000000000003
060855123091,Block Group 1; Census Tract 5123.09; Santa Clara County; California,2052,220368,,,1,1,0,0,1.0,0.4873294346978557,0.41040000000000004
060855031162,Block Group 2; Census Tract 5031.16; Santa Clara County; California,2035,80313,,,7,1,0,1,0.14285714285714285,0.4914004914004914,0.40700000000000003
060855120433,Block Group 3; Census Tract 5120.43; Santa Clara County; California,2015,87548,,,9,1,1,1,0.1111111111111111,0.49627791563275436,0.403
060855123082,Block Group 2; Census Tract 5123.08; Santa Clara County; California,2002,196477,,,14,1,0,5,0.07142857142857142,0.4995004995004995,0.4004
060855120243,Block Group 3; Census Tract 5120.24; Santa Clara County; California,1992,98083,,,3,1,0,1,0.3333333333333333,0.5020080321285141,0.39840000000000003
060855082041,Block Group 1; Census Tract 5082.04; Santa Clara County; California,1987,250001,,,3,1,1,0,0.3333333333333333,0.5032712632108707,0.3974
060855055002,Block Group 2; Census Tract 5055; Santa Clara County; California,1975,170750,,,2,1,0,0,0.5,0.5063291139240507,0.395
060855093042,Block Group 2; Census Tract 5093.04; Santa Clara County; California,1908,250001,,,7,1,1,2,0.14285714285714285,0.5241090146750524,0.3816
060855045053,Block Group 3; Census Tract 5045.05; Santa Clara County; California,1901,210865,,,5,1,0,0,0.2,0.5260389268805892,0.38020000000000004
060855015021,Block Group 1; Census Tract 5015.02; Santa Clara County; California,1899,78750,,,2,1,0,0,0.5,0.526592943654555,0.3798
060855033372,Block Group 2; Census Tract 5033.37; Santa Clara County; California,1884,179091,,,3,1,0,0,0.3333333333333333,0.5307855626326964,0.3768
060855040012,Block Group 2; Census Tract 5040.01; Santa Clara County; California,1869,118750,,,6,1,0,3,0.16666666666666666,0.5350454788657036,0.37379999999999997
060855022031,Block Group 1; Census Tract 5022.03; Santa Clara County; California,1822,99659,,,10,1,0,4,0.1,0.5488474204171241,0.3644
060855120551,Block Group 1; Census Tract 5120.55; Santa Clara County; California,3595,124398,,,14,2,0,4,0.14285714285714285,0.5563282336578581,0.35950000000000004
060855068012,Block Group 2; Census Tract 5068.01; Santa Clara County; California,1780,241184,,,10,1,0,1,0.1,0.5617977528089888,0.356
060855095003,Block Group 3; Census Tract 5095; Santa Clara County; California,1756,194869,,,5,1,1,0,0.2,0.5694760820045558,0.3512
060855044101,Block Group 1; Census Tract 5044.10; Santa Clara County; California,1751,193889,,,9,1,1,1,0.1111111111111111,0.5711022272986864,0.35020000000000007
060855029023,Block Group 3; Census Tract 5029.02; Santa Clara County; California,3500,183984,,,25,2,1,9,0.08,0.5714285714285714,0.35000000000000003
060855031231,Block Group 1; Census Tract 5031.23; Santa Clara County; California,1745,102530,,,1,1,0,0,1.0,0.5730659025787965,0.34900000000000003
060855017004,Block Group 4; Census Tract 5017; Santa Clara County; California,1714,101563,,,9,1,0,2,0.1111111111111111,0.5834305717619603,0.3428
060855078084,Block Group 4; Census Tract 5078.08; Santa Clara County; California,1712,250001,,,6,1,0,2,0.16666666666666666,0.5841121495327103,0.34240000000000004
060855121001,Block Group 1; Census Tract 5121; Santa Clara County; California,1710,121563,,,14,1,0,1,0.07142857142857142,0.5847953216374269,0.3420000000000001
060855029063,Block Group 3; Census Tract 5029.06; Santa Clara County; California,1706,117813,,,5,1,1,0,0.2,0.5861664712778429,0.3412
060855032192,Block Group 2; Census Tract 5032.19; Santa Clara County; California,1696,56976,,,6,1,0,2,0.16666666666666666,0.589622641509434,0.3392
060855033272,Block Group 2; Census Tract 5033.27; Santa Clara County; California,1695,224398,,,15,1,1,2,0.06666666666666667,0.5899705014749262,0.339
060855090011,Block Group 1; Census Tract 5090.01; Santa Clara County; California,1669,213750,,,12,1,1,1,0.08333333333333333,0.5991611743559018,0.3338
060855078072,Block Group 2; Census Tract 5078.07; Santa Clara County; California,1659,221780,,,2,1,0,0,0.5,0.6027727546714888,0.33180000000000004
060855044221,Block Group 1; Census Tract 5044.22; Santa Clara County; California,1652,100852,,,28,1,0,3,0.03571428571428571,0.6053268765133172,0.3304
060855053043,Block Group 3; Census Tract 5053.04; Santa Clara County; California,1635,250001,,,4,1,0,0,0.25,0.6116207951070336,0.327
060855063054,Block Group 4; Census Tract 5063.05; Santa Clara County; California,1620,106535,,,17,1,0,4,0.058823529411764705,0.6172839506172839,0.32400000000000007
060855053054,Block Group 4; Census Tract 5053.05; Santa Clara County; California,1614,178587,,,3,1,0,0,0.3333333333333333,0.6195786864931846,0.32280000000000003
060855016012,Block Group 2; Census Tract 5016.01; Santa Clara County; California,1612,125227,,,3,1,1,0,0.3333333333333333,0.6203473945409429,0.3224
060855082043,Block Group 3; Census Tract 5082.04; Santa Clara County; California,1612,250001,,,1,1,0,0,1.0,0.6203473945409429,0.3224
060855036023,Block Group 3; Census Tract 5036.02; Santa Clara County; California,1611,98304,,,5,1,0,2,0.2,0.6207324643078833,0.32220000000000004
060855027013,Block Group 3; Census Tract 5027.01; Santa Clara County; California,1610,141523,,,11,1,2,2,0.09090909090909091,0.6211180124223602,0.32200000000000006
060855063022,Block Group 2; Census Tract 5063.02; Santa Clara County; California,1606,156339,,,2,1,0,0,0.5,0.6226650062266501,0.3212
060855087053,Block Group 3; Census Tract 5087.05; Santa Clara County; California,1604,147857,,,2,1,1,0,0.5,0.6234413965087282,0.3208
060855009012,Block Group 2; Census Tract 5009.01; Santa Clara County; California,1603,162284,,,50,1,1,15,0.02,0.6238303181534622,0.3206
060855040011,Block Group 1; Census Tract 5040.01; Santa Clara County; California,1596,121359,,,7,1,0,0,0.14285714285714285,0.6265664160401002,0.31920000000000004
060855016023,Block Group 3; Census Tract 5016.02; Santa Clara County; California,1594,70096,,,8,1,0,3,0.125,0.6273525721455459,0.3188
060855043212,Block Group 2; Census Tract 5043.21; Santa Clara County; California,1590,180938,,,18,1,2,5,0.05555555555555555,0.6289308176100629,0.31800000000000006
060855123101,Block Group 1; Census Tract 5123.10; Santa Clara County; California,3174,82585,,,11,2,1,2,0.18181818181818182,0.630119722747322,0.3174
060855125092,Block Group 2; Census Tract 5125.09; Santa Clara County; California,1579,134659,,,8,1,1,2,0.125,0.6333122229259025,0.3158
060855063023,Block Group 3; Census Tract 5063.02; Santa Clara County; California,1578,-666666666,,,10,1,1,2,0.1,0.6337135614702155,0.3156
060855031213,Block Group 3; Census Tract 5031.21; Santa Clara County; California,1578,98625,,,10,1,0,0,0.1,0.6337135614702155,0.3156
060855045101,Block Group 1; Census Tract 5045.10; Santa Clara County; California,1567,119250,,,44,1,1,7,0.022727272727272728,0.6381620931716656,0.3134
060855004001,Block Group 1; Census Tract 5004; Santa Clara County; California,1550,154698,,,5,1,0,1,0.2,0.6451612903225806,0.31000000000000005
060855061013,Block Group 3; Census Tract 5061.01; Santa Clara County; California,1543,170078,,,8,1,0,2,0.125,0.6480881399870383,0.3086
060855015012,Block Group 2; Census Tract 5015.01; Santa Clara County; California,1521,82917,,,4,1,0,1,0.25,0.6574621959237343,0.3042
060855053012,Block Group 2; Census Tract 5053.01; Santa Clara County; California,3038,217400,,,8,2,0,2,0.25,0.6583278472679395,0.3038
060855037113,Block Group 3; Census Tract 5037.11; Santa Clara County; California,1503,113929,,,4,1,0,1,0.25,0.6653359946773121,0.3006
060855037102,Block Group 2; Census Tract 5037.10; Santa Clara County; California,1493,55769,,,13,1,2,1,0.07692307692307693,0.6697923643670463,0.2986
060855119151,Block Group 1; Census Tract 5119.15; Santa Clara County; California,1493,186442,,,12,1,0,3,0.08333333333333333,0.6697923643670463,0.2986
060855031101,Block Group 1; Census Tract 5031.10; Santa Clara County; California,1488,82102,,,8,1,1,2,0.125,0.6720430107526881,0.29760000000000003
060855091022,Block Group 2; Census Tract 5091.02; Santa Clara County; California,1487,213828,,,8,1,0,4,0.125,0.6724949562878278,0.2974
060855088002,Block Group 2; Census Tract 5088; Santa Clara County; California,1484,102984,,,3,1,0,2,0.3333333333333333,0.6738544474393531,0.2968
060855080052,Block Group 2; Census Tract 5080.05; Santa Clara County; California,1483,189375,,,15,1,0,5,0.06666666666666667,0.6743088334457181,0.29660000000000003
060855108032,Block Group 2; Census Tract 5108.03; Santa Clara County; California,1471,250001,,,1,1,0,0,1.0,0.6798096532970768,0.2942
060855035062,Block Group 2; Census Tract 5035.06; Santa Clara County; California,1463,121875,,,4,1,0,0,0.25,0.683526999316473,0.2926
060855120532,Block Group 2; Census Tract 5120.53; Santa Clara County; California,1460,188958,,,7,1,1,0,0.14285714285714285,0.684931506849315,0.29200000000000004
060855050133,Block Group 3; Census Tract 5050.13; Santa Clara County; California,1453,220625,,,2,1,0,0,0.5,0.6882312456985548,0.29059999999999997
060855009013,Block Group 3; Census Tract 5009.01; Santa Clara County; California,1452,51563,,,28,1,0,10,0.03571428571428571,0.6887052341597796,0.29040000000000005
060855120013,Block Group 3; Census Tract 5120.01; Santa Clara County; California,1451,208547,,,3,1,0,1,0.3333333333333333,0.6891798759476223,0.2902
060855120051,Block Group 1; Census Tract 5120.05; Santa Clara County; California,1448,203150,,,1,1,0,0,1.0,0.6906077348066298,0.2896
060855050062,Block Group 2; Census Tract 5050.06; Santa Clara County; California,2893,227148,,,13,2,0,4,0.15384615384615385,0.691323885240235,0.28930000000000006
060855011022,Block Group 2; Census Tract 5011.02; Santa Clara County; California,1416,117685,,,7,1,0,2,0.14285714285714285,0.7062146892655368,0.2832
060855009022,Block Group 2; Census Tract 5009.02; Santa Clara County; California,4245,56146,,,23,3,0,5,0.13043478260869565,0.7067137809187279,0.28300000000000003
060855040013,Block Group 3; Census Tract 5040.01; Santa Clara County; California,1408,59922,,,9,1,0,4,0.1111111111111111,0.7102272727272727,0.2816
060855006004,Block Group 4; Census Tract 5006; Santa Clara County; California,1392,79570,,,3,1,0,0,0.3333333333333333,0.7183908045977011,0.27840000000000004
060855125052,Block Group 2; Census Tract 5125.05; Santa Clara County; California,4175,96541,,,19,3,0,9,0.15789473684210525,0.718562874251497,0.2783333333333333
060855059011,Block Group 1; Census Tract 5059.01; Santa Clara County; California,1381,250001,,,9,1,0,2,0.1111111111111111,0.724112961622013,0.2762
060855020023,Block Group 3; Census Tract 5020.02; Santa Clara County; California,2762,130221,,,3,2,0,0,0.6666666666666666,0.724112961622013,0.2762
060855032123,Block Group 3; Census Tract 5032.12; Santa Clara County; California,1368,205093,,,13,1,0,5,0.07692307692307693,0.7309941520467836,0.2736
060855020013,Block Group 3; Census Tract 5020.01; Santa Clara County; California,1368,206157,,,11,1,1,3,0.09090909090909091,0.7309941520467836,0.2736
060855053032,Block Group 2; Census Tract 5053.03; Santa Clara County; California,1355,69978,,,20,1,0,5,0.05,0.7380073800738007,0.271
